Tree	Node A-form	Node B-form	Node C-form	Node D-form	Node E-form	Node F-form	Node G-form	Node H-form	Node I-form	Node J-form	Node K-form	Node L-form	Node M-form	Node N-form	Node O-form	Node P-form	Node Q-form	Node R-form	Node S-form	Node T-form	Node U-form	Node V-form	Node W-form	Node X-form	Node Y-form	Node Z-form	Node A1-form	Node B1-form	Node C1-form	Node D1-form	Node E1-form	Node F1-form	Node G1-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node	MI	MI3	Dice	logDice	t-score	simple-LL
East <compound Asian	East	Asian																																1	4.7	AB	"pattern {B [form=""Asian""]; A [form=""East""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22Asian%22%5D%3B%20A%20%5Bform%3D%22East%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	Asian	10.56	10.56	0.06	9.96	1.00	4.36
English <compound speaking	English	speaking																																1	4.7	AB	"pattern {B [form=""speaking""]; A [form=""English""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22speaking%22%5D%3B%20A%20%5Bform%3D%22English%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	speaking	8.94	8.94	0.04	9.27	1.00	3.39
European <amod American	European	American																																1	4.7	AB	"pattern {B [form=""American""]; A [form=""European""]; B -[amod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22American%22%5D%3B%20A%20%5Bform%3D%22European%22%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	American	6.94	6.94	0.02	8.27	0.99	2.20
Fifty <compound Fourth	Fifty	Fourth																																1	4.7	AB	"pattern {B [form=""Fourth""]; A [form=""Fifty""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22Fourth%22%5D%3B%20A%20%5Bform%3D%22Fifty%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	Fourth	14.11	14.11	0.29	12.19	1.00	6.49
French <compound born	French	born																																1	4.7	AB	"pattern {B [form=""born""]; A [form=""French""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22born%22%5D%3B%20A%20%5Bform%3D%22French%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	born	7.69	7.69	0.03	8.98	1.00	2.64
Freshly <advmod cooked	Freshly	cooked																																1	4.7	AB	"pattern {B [form=""cooked""]; A [form=""Freshly""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22cooked%22%5D%3B%20A%20%5Bform%3D%22Freshly%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	cooked	16.69	16.69	0.67	13.42	1.00	8.05
GREEK >conj ROMAN	GREEK	ROMAN																																1	4.7	AB	"pattern {A [form=""GREEK""]; B [form=""ROMAN""]; A -[conj]-> B; A << B} without {A -> X0} without {B -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22GREEK%22%5D%3B%20B%20%5Bform%3D%22ROMAN%22%5D%3B%20A%20-%5Bconj%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D	2	GREEK	17.69	17.69	1.00	14.00	1.00	8.65
Gabonese >conj (and <cc Estonian)	Gabonese	and	Estonian																															1	4.7	ABC	"pattern {A [form=""Gabonese""]; C [form=""Estonian""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22Gabonese%22%5D%3B%20C%20%5Bform%3D%22Estonian%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	Gabonese	23.12	23.12	0.00	3.31	1.00	11.92
German >conj Scottish >conj French >conj (and <cc English)	German	Scottish	French	and	English																													1	4.7	ABCDE	"pattern {A [form=""German""]; B [form=""Scottish""]; C [form=""French""]; E [form=""English""]; D [form=""and""]; A -[conj]-> B; A -[conj]-> C; A -[conj]-> E; E -[cc]-> D; A << B; A << C; A << E; E >> D} without {A -> X0} without {B -> X1} without {C -> X2} without {E -> X3} without {D -> X4}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22German%22%5D%3B%20B%20%5Bform%3D%22Scottish%22%5D%3B%20C%20%5Bform%3D%22French%22%5D%3B%20E%20%5Bform%3D%22English%22%5D%3B%20D%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20B%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20A%20-%5Bconj%5D-%3E%20E%3B%20E%20-%5Bcc%5D-%3E%20D%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%3B%20A%20%3C%3C%20E%3B%20E%20%3E%3E%20D%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D%20without%20%7BE%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D	5	German	42.51	42.51	0.00	4.03	1.00	23.60
Historically <advmod important >conj (and <cc economically <advmod crucial >obl (for <case these <det islands)) >obl:unmarked today	Historically	important	and	economically	crucial	for	these	islands	today																									1	4.7	ABCDEFGHI	"pattern {B [form=""important""]; A [form=""Historically""]; E [form=""crucial""]; C [form=""and""]; D [form=""economically""]; H [form=""islands""]; F [form=""for""]; G [form=""these""]; I [form=""today""]; B -[advmod]-> A; B -[conj]-> E; E -[cc]-> C; E -[advmod]-> D; E -[obl]-> H; H -[case]-> F; H -[det]-> G; B -[obl:unmarked]-> I; B >> A; B << E; E >> C; E >> D; E << H; H >> F; H >> G; B << I} without {B -> X0} without {A -> X1} without {E -> X2} without {C -> X3} without {D -> X4} without {H -> X5} without {F -> X6} without {G -> X7} without {I -> X8}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22important%22%5D%3B%20A%20%5Bform%3D%22Historically%22%5D%3B%20E%20%5Bform%3D%22crucial%22%5D%3B%20C%20%5Bform%3D%22and%22%5D%3B%20D%20%5Bform%3D%22economically%22%5D%3B%20H%20%5Bform%3D%22islands%22%5D%3B%20F%20%5Bform%3D%22for%22%5D%3B%20G%20%5Bform%3D%22these%22%5D%3B%20I%20%5Bform%3D%22today%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Bconj%5D-%3E%20E%3B%20E%20-%5Bcc%5D-%3E%20C%3B%20E%20-%5Badvmod%5D-%3E%20D%3B%20E%20-%5Bobl%5D-%3E%20H%3B%20H%20-%5Bcase%5D-%3E%20F%3B%20H%20-%5Bdet%5D-%3E%20G%3B%20B%20-%5Bobl%3Aunmarked%5D-%3E%20I%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%3B%20E%20%3C%3C%20H%3B%20H%20%3E%3E%20F%3B%20H%20%3E%3E%20G%3B%20B%20%3C%3C%20I%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BE%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BH%20-%3E%20X5%7D%20without%20%7BF%20-%3E%20X6%7D%20without%20%7BG%20-%3E%20X7%7D%20without%20%7BI%20-%3E%20X8%7D	9	important	88.16	88.16	0.00	4.45	1.00	51.08
ICT <compound driven	ICT	driven																																1	4.7	AB	"pattern {B [form=""driven""]; A [form=""ICT""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22driven%22%5D%3B%20A%20%5Bform%3D%22ICT%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	driven	10.37	10.37	0.07	10.19	1.00	4.25
Iraqi <compound British	Iraqi	British																																1	4.7	AB	"pattern {B [form=""British""]; A [form=""Iraqi""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22British%22%5D%3B%20A%20%5Bform%3D%22Iraqi%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	British	12.11	12.11	0.11	10.75	1.00	5.29
Irish >conj (and <cc Scottish)	Irish	and	Scottish																															1	4.7	ABC	"pattern {A [form=""Irish""]; C [form=""Scottish""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22Irish%22%5D%3B%20C%20%5Bform%3D%22Scottish%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	Irish	19.53	19.53	0.00	3.31	1.00	9.76
Jewish >conj (and <cc African <compound American)	Jewish	and	African	American																														1	4.7	ABCD	"pattern {A [form=""Jewish""]; D [form=""American""]; B [form=""and""]; C [form=""African""]; A -[conj]-> D; D -[cc]-> B; D -[compound]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22Jewish%22%5D%3B%20D%20%5Bform%3D%22American%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20C%20%5Bform%3D%22African%22%5D%3B%20A%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20B%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	Jewish	26.93	26.93	0.00	3.70	1.00	14.21
Just <advmod more	Just	more																																1	4.7	AB	"pattern {B [form=""more""]; A [form=""Just""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22more%22%5D%3B%20A%20%5Bform%3D%22Just%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	more	4.23	4.23	0.01	6.48	0.95	0.65
Latin <amod American	Latin	American																																1	4.7	AB	"pattern {B [form=""American""]; A [form=""Latin""]; B -[amod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22American%22%5D%3B%20A%20%5Bform%3D%22Latin%22%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	American	7.81	7.81	0.02	8.40	1.00	2.71
Lesser <advmod known	Lesser	known																																1	4.7	AB	"pattern {B [form=""known""]; A [form=""Lesser""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22known%22%5D%3B%20A%20%5Bform%3D%22Lesser%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	known	11.43	11.43	0.03	8.71	1.00	4.88
Mets <compound inspired	Mets	inspired																																1	4.7	AB	"pattern {B [form=""inspired""]; A [form=""Mets""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22inspired%22%5D%3B%20A%20%5Bform%3D%22Mets%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	inspired	10.72	10.72	0.09	10.48	1.00	4.45
Michelin <compound rated	Michelin	rated																																1	4.7	AB	"pattern {B [form=""rated""]; A [form=""Michelin""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22rated%22%5D%3B%20A%20%5Bform%3D%22Michelin%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	rated	16.69	16.69	0.67	13.42	1.00	8.05
Middle <amod Eastern	Middle	Eastern																																1	4.7	AB	"pattern {B [form=""Eastern""]; A [form=""Middle""]; B -[amod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22Eastern%22%5D%3B%20A%20%5Bform%3D%22Middle%22%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	Eastern	11.52	11.52	0.11	10.83	1.00	4.94
Mutation <compound based	Mutation	based																																1	4.7	AB	"pattern {B [form=""based""]; A [form=""Mutation""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22based%22%5D%3B%20A%20%5Bform%3D%22Mutation%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	based	10.04	10.04	0.03	8.87	1.00	4.05
Narrative >conj (and <cc Systematic)	Narrative	and	Systematic																															1	4.7	ABC	"pattern {A [form=""Narrative""]; C [form=""Systematic""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22Narrative%22%5D%3B%20C%20%5Bform%3D%22Systematic%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	Narrative	23.12	23.12	0.00	3.31	1.00	11.92
Nationalist <compound created	Nationalist	created																																1	4.7	AB	"pattern {B [form=""created""]; A [form=""Nationalist""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22created%22%5D%3B%20A%20%5Bform%3D%22Nationalist%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	created	10.79	10.79	0.06	9.91	1.00	4.50
New >appos (the <det distinguished <amod Chair >nmod (of <case the <det Judiciary <amod Committee))	New	the	distinguished	Chair	of	the	Judiciary	Committee																										1	4.7	ABCDEFGH	"pattern {A [form=""New""]; D [form=""Chair""]; B [form=""the""]; C [form=""distinguished""]; H [form=""Committee""]; E [form=""of""]; F [form=""the""]; G [form=""Judiciary""]; A -[appos]-> D; D -[det]-> B; D -[amod]-> C; D -[nmod]-> H; H -[case]-> E; H -[det]-> F; H -[amod]-> G; A << D; D >> B; D >> C; D << H; H >> E; H >> F; H >> G} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3} without {H -> X4} without {E -> X5} without {F -> X6} without {G -> X7}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22New%22%5D%3B%20D%20%5Bform%3D%22Chair%22%5D%3B%20B%20%5Bform%3D%22the%22%5D%3B%20C%20%5Bform%3D%22distinguished%22%5D%3B%20H%20%5Bform%3D%22Committee%22%5D%3B%20E%20%5Bform%3D%22of%22%5D%3B%20F%20%5Bform%3D%22the%22%5D%3B%20G%20%5Bform%3D%22Judiciary%22%5D%3B%20A%20-%5Bappos%5D-%3E%20D%3B%20D%20-%5Bdet%5D-%3E%20B%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20D%20-%5Bnmod%5D-%3E%20H%3B%20H%20-%5Bcase%5D-%3E%20E%3B%20H%20-%5Bdet%5D-%3E%20F%3B%20H%20-%5Bamod%5D-%3E%20G%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%3B%20D%20%3C%3C%20H%3B%20H%20%3E%3E%20E%3B%20H%20%3E%3E%20F%3B%20H%20%3E%3E%20G%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BH%20-%3E%20X4%7D%20without%20%7BE%20-%3E%20X5%7D%20without%20%7BF%20-%3E%20X6%7D%20without%20%7BG%20-%3E%20X7%7D	8	New	69.15	69.15	0.00	2.47	1.00	39.63
Ongoing >conj voluntary >conj (and <cc self <compound motivated)	Ongoing	voluntary	and	self	motivated																													1	4.7	ABCDE	"pattern {A [form=""Ongoing""]; B [form=""voluntary""]; E [form=""motivated""]; C [form=""and""]; D [form=""self""]; A -[conj]-> B; A -[conj]-> E; E -[cc]-> C; E -[compound]-> D; A << B; A << E; E >> C; E >> D} without {A -> X0} without {B -> X1} without {E -> X2} without {C -> X3} without {D -> X4}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22Ongoing%22%5D%3B%20B%20%5Bform%3D%22voluntary%22%5D%3B%20E%20%5Bform%3D%22motivated%22%5D%3B%20C%20%5Bform%3D%22and%22%5D%3B%20D%20%5Bform%3D%22self%22%5D%3B%20A%20-%5Bconj%5D-%3E%20B%3B%20A%20-%5Bconj%5D-%3E%20E%3B%20E%20-%5Bcc%5D-%3E%20C%3B%20E%20-%5Bcompound%5D-%3E%20D%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BE%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D	5	Ongoing	49.16	49.16	0.00	4.04	1.00	27.60
Other >advcl (than <mark eating >conj (or <cc shopping) >conj (or <cc shopping >obl (for <case food)))	Other	than	eating	or	shopping	or	shopping	for	food																									1	4.7	ABCDEFGHI	"pattern {A [form=""Other""]; C [form=""eating""]; B [form=""than""]; E [form=""shopping""]; D [form=""or""]; G [form=""shopping""]; F [form=""or""]; I [form=""food""]; H [form=""for""]; A -[advcl]-> C; C -[mark]-> B; C -[conj]-> E; E -[cc]-> D; C -[conj]-> G; G -[cc]-> F; G -[obl]-> I; I -[case]-> H; A << C; C >> B; C << E; E >> D; C << G; G >> F; G << I; I >> H} without {A -> X0} without {C -> X1} without {B -> X2} without {E -> X3} without {D -> X4} without {G -> X5} without {F -> X6} without {I -> X7} without {H -> X8}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22Other%22%5D%3B%20C%20%5Bform%3D%22eating%22%5D%3B%20B%20%5Bform%3D%22than%22%5D%3B%20E%20%5Bform%3D%22shopping%22%5D%3B%20D%20%5Bform%3D%22or%22%5D%3B%20G%20%5Bform%3D%22shopping%22%5D%3B%20F%20%5Bform%3D%22or%22%5D%3B%20I%20%5Bform%3D%22food%22%5D%3B%20H%20%5Bform%3D%22for%22%5D%3B%20A%20-%5Badvcl%5D-%3E%20C%3B%20C%20-%5Bmark%5D-%3E%20B%3B%20C%20-%5Bconj%5D-%3E%20E%3B%20E%20-%5Bcc%5D-%3E%20D%3B%20C%20-%5Bconj%5D-%3E%20G%3B%20G%20-%5Bcc%5D-%3E%20F%3B%20G%20-%5Bobl%5D-%3E%20I%3B%20I%20-%5Bcase%5D-%3E%20H%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20E%3B%20E%20%3E%3E%20D%3B%20C%20%3C%3C%20G%3B%20G%20%3E%3E%20F%3B%20G%20%3C%3C%20I%3B%20I%20%3E%3E%20H%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BE%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BG%20-%3E%20X5%7D%20without%20%7BF%20-%3E%20X6%7D%20without%20%7BI%20-%3E%20X7%7D%20without%20%7BH%20-%3E%20X8%7D	9	Other	84.68	84.68	0.00	5.53	1.00	48.98
Pan <compound democrat	Pan	democrat																																1	4.7	AB	"pattern {B [form=""democrat""]; A [form=""Pan""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22democrat%22%5D%3B%20A%20%5Bform%3D%22Pan%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	democrat	14.11	14.11	0.29	12.19	1.00	6.49
Phrase <compound bounded	Phrase	bounded																																1	4.7	AB	"pattern {B [form=""bounded""]; A [form=""Phrase""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22bounded%22%5D%3B%20A%20%5Bform%3D%22Phrase%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	bounded	16.69	16.69	0.67	13.42	1.00	8.05
Pink >conj (or <cc black)	Pink	or	black																															1	4.7	ABC	"pattern {A [form=""Pink""]; C [form=""black""]; B [form=""or""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22Pink%22%5D%3B%20C%20%5Bform%3D%22black%22%5D%3B%20B%20%5Bform%3D%22or%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	Pink	20.04	20.04	0.00	5.94	1.00	10.07
Pre >goeswith arranged	Pre	arranged																																1	4.7	AB	"pattern {A [form=""Pre""]; B [form=""arranged""]; A -[goeswith]-> B; A << B} without {A -> X0} without {B -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22Pre%22%5D%3B%20B%20%5Bform%3D%22arranged%22%5D%3B%20A%20-%5Bgoeswith%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D	2	Pre	14.69	14.69	0.22	11.83	1.00	6.85
Properly <advmod fitted	Properly	fitted																																1	4.7	AB	"pattern {B [form=""fitted""]; A [form=""Properly""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22fitted%22%5D%3B%20A%20%5Bform%3D%22Properly%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	fitted	17.69	17.69	1.00	14.00	1.00	8.65
Recreational >conj cultural >conj (and <cc educational)	Recreational	cultural	and	educational																														1	4.7	ABCD	"pattern {A [form=""Recreational""]; B [form=""cultural""]; D [form=""educational""]; C [form=""and""]; A -[conj]-> B; A -[conj]-> D; D -[cc]-> C; A << B; A << D; D >> C} without {A -> X0} without {B -> X1} without {D -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22Recreational%22%5D%3B%20B%20%5Bform%3D%22cultural%22%5D%3B%20D%20%5Bform%3D%22educational%22%5D%3B%20C%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20B%3B%20A%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BD%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	Recreational	32.19	32.19	0.00	3.71	1.00	17.38
