Tree	Node A-form	Node B-form	Node C-form	Node D-form	Node E-form	Node F-form	Node G-form	Node H-form	Node I-form	Node J-form	Node K-form	Node L-form	Node M-form	Node N-form	Node O-form	Node P-form	Node Q-form	Node R-form	Node S-form	Node T-form	Node U-form	Node V-form	Node W-form	Node X-form	Node Y-form	Node Z-form	Node A1-form	Node B1-form	Node C1-form	Node D1-form	Node E1-form	Node F1-form	Node G1-form	Node H1-form	Node I1-form	Node J1-form	Node K1-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node	MI	MI3	Dice	logDice	t-score	simple-LL
bližnje >conj (in <cc daljne)	bližnje	in	daljne																																			1	3.7	ABC	"pattern {A [form=""bližnje""]; C [form=""daljne""]; B [form=""in""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22bli%C5%BEnje%22%5D%3B%20C%20%5Bform%3D%22daljne%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	bližnje	20.72	20.72	0.00	3.05	1.00	10.47
bližnje >conj (in <cc daljnje)	bližnje	in	daljnje																																			1	3.7	ABC	"pattern {A [form=""bližnje""]; C [form=""daljnje""]; B [form=""in""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22bli%C5%BEnje%22%5D%3B%20C%20%5Bform%3D%22daljnje%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	bližnje	20.72	20.72	0.00	3.05	1.00	10.47
bližnje >conj (in <cc oddaljene)	bližnje	in	oddaljene																																			1	3.7	ABC	"pattern {A [form=""bližnje""]; C [form=""oddaljene""]; B [form=""in""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22bli%C5%BEnje%22%5D%3B%20C%20%5Bform%3D%22oddaljene%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	bližnje	19.13	19.13	0.00	3.05	1.00	9.52
bližnjih >conj (in <cc daljnih)	bližnjih	in	daljnih																																			1	3.7	ABC	"pattern {A [form=""bližnjih""]; C [form=""daljnih""]; B [form=""in""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22bli%C5%BEnjih%22%5D%3B%20C%20%5Bform%3D%22daljnih%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	bližnjih	20.72	20.72	0.00	3.05	1.00	10.47
bližnjo >conj (in <cc daljno)	bližnjo	in	daljno																																			1	3.7	ABC	"pattern {A [form=""bližnjo""]; C [form=""daljno""]; B [form=""in""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22bli%C5%BEnjo%22%5D%3B%20C%20%5Bform%3D%22daljno%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	bližnjo	19.62	19.62	0.00	3.05	1.00	9.81
bodoči >conj povezani	bodoči	povezani																																				1	3.7	AB	"pattern {A [form=""bodoči""]; B [form=""povezani""]; A -[conj]-> B; A << B} without {A -> X0} without {B -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22bodo%C4%8Di%22%5D%3B%20B%20%5Bform%3D%22povezani%22%5D%3B%20A%20-%5Bconj%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D	2	bodoči	13.03	13.03	0.11	10.83	1.00	5.84
bogata >nmod (z <case vlakninami) >conj (in <cc z <case nizko <amod vsebnostjo >nmod maščobe)	bogata	z	vlakninami	in	z	nizko	vsebnostjo	maščobe																														1	3.7	ABCDEFGH	"pattern {A [form=""bogata""]; C [form=""vlakninami""]; B [form=""z""]; G [form=""vsebnostjo""]; D [form=""in""]; E [form=""z""]; F [form=""nizko""]; H [form=""maščobe""]; A -[nmod]-> C; C -[case]-> B; A -[conj]-> G; G -[cc]-> D; G -[case]-> E; G -[amod]-> F; G -[nmod]-> H; A << C; C >> B; A << G; G >> D; G >> E; G >> F; G << H} without {A -> X0} without {C -> X1} without {B -> X2} without {G -> X3} without {D -> X4} without {E -> X5} without {F -> X6} without {H -> X7}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22bogata%22%5D%3B%20C%20%5Bform%3D%22vlakninami%22%5D%3B%20B%20%5Bform%3D%22z%22%5D%3B%20G%20%5Bform%3D%22vsebnostjo%22%5D%3B%20D%20%5Bform%3D%22in%22%5D%3B%20E%20%5Bform%3D%22z%22%5D%3B%20F%20%5Bform%3D%22nizko%22%5D%3B%20H%20%5Bform%3D%22ma%C5%A1%C4%8Dobe%22%5D%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20A%20-%5Bconj%5D-%3E%20G%3B%20G%20-%5Bcc%5D-%3E%20D%3B%20G%20-%5Bcase%5D-%3E%20E%3B%20G%20-%5Bamod%5D-%3E%20F%3B%20G%20-%5Bnmod%5D-%3E%20H%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%3B%20A%20%3C%3C%20G%3B%20G%20%3E%3E%20D%3B%20G%20%3E%3E%20E%3B%20G%20%3E%3E%20F%3B%20G%20%3C%3C%20H%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BG%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BE%20-%3E%20X5%7D%20without%20%7BF%20-%3E%20X6%7D%20without%20%7BH%20-%3E%20X7%7D	8	bogata	82.91	82.91	0.00	3.82	1.00	47.92
bogate >nmod (s <case hranili >nmod (za <case rastline))	bogate	s	hranili	za	rastline																																	1	3.7	ABCDE	"pattern {A [form=""bogate""]; C [form=""hranili""]; B [form=""s""]; E [form=""rastline""]; D [form=""za""]; A -[nmod]-> C; C -[case]-> B; C -[nmod]-> E; E -[case]-> D; A << C; C >> B; C << E; E >> D} without {A -> X0} without {C -> X1} without {B -> X2} without {E -> X3} without {D -> X4}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22bogate%22%5D%3B%20C%20%5Bform%3D%22hranili%22%5D%3B%20B%20%5Bform%3D%22s%22%5D%3B%20E%20%5Bform%3D%22rastline%22%5D%3B%20D%20%5Bform%3D%22za%22%5D%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20C%20-%5Bnmod%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20D%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20E%3B%20E%20%3E%3E%20D%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BE%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D	5	bogate	43.07	43.07	0.00	4.41	1.00	23.93
bogatih >conj (in <cc vplivnih)	bogatih	in	vplivnih																																			1	3.7	ABC	"pattern {A [form=""bogatih""]; C [form=""vplivnih""]; B [form=""in""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22bogatih%22%5D%3B%20C%20%5Bform%3D%22vplivnih%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	bogatih	21.52	21.52	0.00	3.05	1.00	10.96
bogatim >conj (in <cc vedno <advmod zgodovinsko <advmod specifičnim)	bogatim	in	vedno	zgodovinsko	specifičnim																																	1	3.7	ABCDE	"pattern {A [form=""bogatim""]; E [form=""specifičnim""]; B [form=""in""]; C [form=""vedno""]; D [form=""zgodovinsko""]; A -[conj]-> E; E -[cc]-> B; E -[advmod]-> C; E -[advmod]-> D; A << E; E >> B; E >> C; E >> D} without {A -> X0} without {E -> X1} without {B -> X2} without {C -> X3} without {D -> X4}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22bogatim%22%5D%3B%20E%20%5Bform%3D%22specifi%C4%8Dnim%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20C%20%5Bform%3D%22vedno%22%5D%3B%20D%20%5Bform%3D%22zgodovinsko%22%5D%3B%20A%20-%5Bconj%5D-%3E%20E%3B%20E%20-%5Bcc%5D-%3E%20B%3B%20E%20-%5Badvmod%5D-%3E%20C%3B%20E%20-%5Badvmod%5D-%3E%20D%3B%20A%20%3C%3C%20E%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BE%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D	5	bogatim	50.37	50.37	0.00	3.74	1.00	28.33
bogato <advmod obložena	bogato	obložena																																				1	3.7	AB	"pattern {B [form=""obložena""]; A [form=""bogato""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22oblo%C5%BEena%22%5D%3B%20A%20%5Bform%3D%22bogato%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	obložena	14.57	14.57	0.17	11.42	1.00	6.77
bogato <advmod obloženo	bogato	obloženo																																				1	3.7	AB	"pattern {B [form=""obloženo""]; A [form=""bogato""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22oblo%C5%BEeno%22%5D%3B%20A%20%5Bform%3D%22bogato%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	obloženo	13.57	13.57	0.15	11.30	1.00	6.17
bolezenskega >conj blaznega	bolezenskega	blaznega																																				1	3.7	AB	"pattern {A [form=""bolezenskega""]; B [form=""blaznega""]; A -[conj]-> B; A << B} without {A -> X0} without {B -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22bolezenskega%22%5D%3B%20B%20%5Bform%3D%22blaznega%22%5D%3B%20A%20-%5Bconj%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D	2	bolezenskega	18.03	18.03	1.00	14.00	1.00	8.85
bolj <advmod bazični	bolj	bazični																																				1	3.7	AB	"pattern {B [form=""bazični""]; A [form=""bolj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22bazi%C4%8Dni%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	bazični	10.04	10.04	0.01	7.01	1.00	4.05
bolj <advmod bledo	bolj	bledo																																				1	3.7	AB	"pattern {B [form=""bledo""]; A [form=""bolj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22bledo%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	bledo	8.45	8.45	0.01	6.99	1.00	3.10
bolj <advmod dodelanim	bolj	dodelanim																																				1	3.7	AB	"pattern {B [form=""dodelanim""]; A [form=""bolj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dodelanim%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	dodelanim	10.04	10.04	0.01	7.01	1.00	4.05
bolj <advmod določnega	bolj	določnega																																				1	3.7	AB	"pattern {B [form=""določnega""]; A [form=""bolj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dolo%C4%8Dnega%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	določnega	10.04	10.04	0.01	7.01	1.00	4.05
bolj <advmod enotno	bolj	enotno																																				1	3.7	AB	"pattern {B [form=""enotno""]; A [form=""bolj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22enotno%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	enotno	7.45	7.45	0.01	6.98	0.99	2.50
bolj <advmod izraženimi	bolj	izraženimi																																				1	3.7	AB	"pattern {B [form=""izraženimi""]; A [form=""bolj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22izra%C5%BEenimi%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	izraženimi	10.04	10.04	0.01	7.01	1.00	4.05
bolj <advmod miroljubno	bolj	miroljubno																																				1	3.7	AB	"pattern {B [form=""miroljubno""]; A [form=""bolj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22miroljubno%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	miroljubno	10.04	10.04	0.01	7.01	1.00	4.05
bolj <advmod nereden	bolj	nereden																																				1	3.7	AB	"pattern {B [form=""nereden""]; A [form=""bolj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22nereden%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	nereden	10.04	10.04	0.01	7.01	1.00	4.05
bolj <advmod obleganimi	bolj	obleganimi																																				1	3.7	AB	"pattern {B [form=""obleganimi""]; A [form=""bolj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22obleganimi%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	obleganimi	10.04	10.04	0.01	7.01	1.00	4.05
bolj <advmod oddaljenih	bolj	oddaljenih																																				1	3.7	AB	"pattern {B [form=""oddaljenih""]; A [form=""bolj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22oddaljenih%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	oddaljenih	8.45	8.45	0.01	6.99	1.00	3.10
bolj <advmod ostrimi >obl (kot <case Clinton)	bolj	ostrimi	kot	Clinton																																		1	3.7	ABCD	"pattern {B [form=""ostrimi""]; A [form=""bolj""]; D [form=""Clinton""]; C [form=""kot""]; B -[advmod]-> A; B -[obl]-> D; D -[case]-> C; B >> A; B << D; D >> C} without {B -> X0} without {A -> X1} without {D -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22ostrimi%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20D%20%5Bform%3D%22Clinton%22%5D%3B%20C%20%5Bform%3D%22kot%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Bobl%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BD%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	ostrimi	33.43	33.43	0.00	5.61	1.00	18.12
bolj <advmod otroško	bolj	otroško																																				1	3.7	AB	"pattern {B [form=""otroško""]; A [form=""bolj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22otro%C5%A1ko%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	otroško	8.45	8.45	0.01	6.99	1.00	3.10
bolj <advmod podobne >obj (nevarnim <amod zverem) >obl (kot <case pa <advmod ljudem)	bolj	podobne	nevarnim	zverem	kot	pa	ljudem																															1	3.7	ABCDEFG	"pattern {B [form=""podobne""]; A [form=""bolj""]; D [form=""zverem""]; C [form=""nevarnim""]; G [form=""ljudem""]; E [form=""kot""]; F [form=""pa""]; B -[advmod]-> A; B -[obj]-> D; D -[amod]-> C; B -[obl]-> G; G -[case]-> E; G -[advmod]-> F; B >> A; B << D; D >> C; B << G; G >> E; G >> F} without {B -> X0} without {A -> X1} without {D -> X2} without {C -> X3} without {G -> X4} without {E -> X5} without {F -> X6}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22podobne%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20D%20%5Bform%3D%22zverem%22%5D%3B%20C%20%5Bform%3D%22nevarnim%22%5D%3B%20G%20%5Bform%3D%22ljudem%22%5D%3B%20E%20%5Bform%3D%22kot%22%5D%3B%20F%20%5Bform%3D%22pa%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20D%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20B%20-%5Bobl%5D-%3E%20G%3B%20G%20-%5Bcase%5D-%3E%20E%3B%20G%20-%5Badvmod%5D-%3E%20F%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%3B%20B%20%3C%3C%20G%3B%20G%20%3E%3E%20E%3B%20G%20%3E%3E%20F%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BD%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BG%20-%3E%20X4%7D%20without%20%7BE%20-%3E%20X5%7D%20without%20%7BF%20-%3E%20X6%7D	7	podobne	71.64	71.64	0.00	5.09	1.00	41.13
bolj <advmod politične	bolj	politične																																				1	3.7	AB	"pattern {B [form=""politične""]; A [form=""bolj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22politi%C4%8Dne%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	politične	5.79	5.79	0.01	6.91	0.98	1.52
bolj <advmod preproste	bolj	preproste																																				1	3.7	AB	"pattern {B [form=""preproste""]; A [form=""bolj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22preproste%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	preproste	9.04	9.04	0.01	7.00	1.00	3.45
bolj <advmod prijetno	bolj	prijetno																																				1	3.7	AB	"pattern {B [form=""prijetno""]; A [form=""bolj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22prijetno%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	prijetno	6.87	6.87	0.01	6.96	0.99	2.15
bolj <advmod sprostitvene	bolj	sprostitvene																																				1	3.7	AB	"pattern {B [form=""sprostitvene""]; A [form=""bolj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22sprostitvene%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	sprostitvene	10.04	10.04	0.01	7.01	1.00	4.05
bolj <advmod strmo	bolj	strmo																																				1	3.7	AB	"pattern {B [form=""strmo""]; A [form=""bolj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22strmo%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	strmo	8.04	8.04	0.01	6.99	1.00	2.85
bolj <advmod temeljne	bolj	temeljne																																				1	3.7	AB	"pattern {B [form=""temeljne""]; A [form=""bolj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22temeljne%22%5D%3B%20A%20%5Bform%3D%22bolj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	temeljne	8.04	8.04	0.01	6.99	1.00	2.85
